"","happy","hapmar","health","finalter","satfin","income16","new_income_range"
"913","Not too happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"914","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"915","Pretty happy",".i:  Inapplicable","Fair","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"916","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"917","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"918","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"919","Very happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$35000 TO 39999","20 000 to 39 999"
"920","Pretty happy","PRETTY HAPPY","Fair","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"921","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"922","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"923","Not too happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"924","Pretty happy","VERY HAPPY","Fair","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"925","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"926","Pretty happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"927","Very happy","VERY HAPPY","Excellent","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"928","Not too happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"929","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"930","Very happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"931","Not too happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"932","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"933","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$12500 TO 14999","10 000 to 19 999"
"934","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"935","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"936","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"937","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$30000 TO 34999","20 000 to 39 999"
"938","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"939","Very happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"940","Pretty happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"941","Pretty happy","VERY HAPPY","Fair","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"942","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"943","Pretty happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"944","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"945","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"946","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"947","Pretty happy","VERY HAPPY","Excellent","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"948","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"949","Pretty happy","VERY HAPPY","Good","Worse","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"950","Not too happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"951","Very happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"952","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"953","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"954","Pretty happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"955","Pretty happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"956","Pretty happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"957","Pretty happy",".i:  Inapplicable","Fair","Better","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"958","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"959","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"960","Not too happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$35000 TO 39999","20 000 to 39 999"
"961","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"962","Pretty happy",".i:  Inapplicable","Fair","Stayed same","Not satisfied at all","$22500 TO 24999","20 000 to 39 999"
"963","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"964","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$22500 TO 24999","20 000 to 39 999"
"965","Very happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"966","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"967","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"968","Not too happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"969","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"970","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"971","Pretty happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$1 000 TO 2 999","0 to 9 999"
"972","Pretty happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"973","Pretty happy","VERY HAPPY","Good","Worse","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"974","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"975","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$35000 TO 39999","20 000 to 39 999"
"976","Pretty happy",".i:  Inapplicable","Fair","Better","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"977","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"978","Pretty happy","VERY HAPPY","Good","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"979","Not too happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$12500 TO 14999","10 000 to 19 999"
"980","Not too happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"981","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$20000 TO 22499","20 000 to 39 999"
"982","Pretty happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"983","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"984","Pretty happy","PRETTY HAPPY","Excellent","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"985","Pretty happy",".i:  Inapplicable","Fair","Stayed same","Pretty well satisfied","$30000 TO 34999","20 000 to 39 999"
"986","Not too happy",".i:  Inapplicable","Fair","Better","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"987","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"988","Very happy","VERY HAPPY","Good","Worse","More or less satisfied","$22500 TO 24999","20 000 to 39 999"
"989","Pretty happy","PRETTY HAPPY","Good","Better","Not satisfied at all","$150000 TO $169999","90 000 to 170 000"
"990","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"991","Very happy",".i:  Inapplicable","Good","Better","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"992","Not too happy",".i:  Inapplicable","Fair","Better","Pretty well satisfied","$17500 TO 19999","10 000 to 19 999"
"993","Pretty happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$22500 TO 24999","20 000 to 39 999"
"994","Not too happy",".i:  Inapplicable","Excellent","Better","Not satisfied at all","$5 000 TO 5 999","0 to 9 999"
"995","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"996","Not too happy","PRETTY HAPPY","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"997","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"998","Pretty happy","PRETTY HAPPY","Good","Worse","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"999","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1000","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1001","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1002","Not too happy","VERY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1003","Pretty happy",".i:  Inapplicable","Excellent","Better","More or less satisfied","UNDER $1 000","0 to 9 999"
"1004","Pretty happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$3 000 TO 3 999","0 to 9 999"
"1005","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1006","Pretty happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"1007","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"1008","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1009","Very happy","VERY HAPPY","Excellent","Worse","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"1010","Pretty happy",".i:  Inapplicable","Excellent","Better","More or less satisfied","$12500 TO 14999","10 000 to 19 999"
"1011","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1012","Not too happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1013","Pretty happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1014","Pretty happy","VERY HAPPY","Excellent","Better","Not satisfied at all","$110000 TO $129999","90 000 to 170 000"
"1015","Not too happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1016","Not too happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"1017","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"1018","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"1019","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1020","Very happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1021","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1022","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1023","Very happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$25000 TO 29999","20 000 to 39 999"
"1024","Not too happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1025","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"1026","Not too happy","PRETTY HAPPY","Fair","Worse","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"1027","Pretty happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"1028","Pretty happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"1029","Not too happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1030","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"1031","Pretty happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"1032","Pretty happy","VERY HAPPY","Good","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"1033","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"1034","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"1035","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"1036","Not too happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$22500 TO 24999","20 000 to 39 999"
"1037","Very happy",".i:  Inapplicable","Good","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1038","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1039","Pretty happy",".i:  Inapplicable","Excellent","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1040","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"1041","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$1 000 TO 2 999","0 to 9 999"
"1042","Very happy","VERY HAPPY","Excellent","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1043","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$17500 TO 19999","10 000 to 19 999"
"1044","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1045","Pretty happy","VERY HAPPY","Good","Worse","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"1046","Very happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1047","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","Pretty well satisfied","$15000 TO 17499","10 000 to 19 999"
"1048","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"1049","Not too happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1050","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1051","Not too happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"1052","Very happy",".i:  Inapplicable","Excellent","Worse","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"1053","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1054","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1055","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1056","Pretty happy",".i:  Inapplicable","Excellent","Better","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"1057","Pretty happy","PRETTY HAPPY","Good","Worse","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"1058","Pretty happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"1059","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1060","Not too happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1061","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"1062","Not too happy","VERY HAPPY","Fair","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1063","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$15000 TO 17499","10 000 to 19 999"
"1064","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1065","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"1066","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"1067","Pretty happy","PRETTY HAPPY","Good","Worse","Not satisfied at all","$110000 TO $129999","90 000 to 170 000"
"1068","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"1069","Not too happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"1070","Pretty happy","NOT TOO HAPPY","Fair","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1071","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1072","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"1073","Very happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$25000 TO 29999","20 000 to 39 999"
"1074","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"1075","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1076","Pretty happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"1077","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1078","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1079","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1080","Pretty happy","VERY HAPPY","Excellent","Worse","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1081","Pretty happy",".i:  Inapplicable","Fair","Better","More or less satisfied","UNDER $1 000","0 to 9 999"
"1082","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$35000 TO 39999","20 000 to 39 999"
"1083","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"1084","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1085","Not too happy","PRETTY HAPPY","Fair","Stayed same","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"1086","Not too happy","PRETTY HAPPY","Good","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1087","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1088","Pretty happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"1089","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1090","Not too happy","VERY HAPPY","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1091","Very happy","VERY HAPPY","Excellent","Better","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"1092","Very happy","PRETTY HAPPY","Good","Stayed same","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"1093","Not too happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$15000 TO 17499","10 000 to 19 999"
"1094","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"1095","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1096","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$8 000 TO 9 999","0 to 9 999"
"1097","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"1098","Not too happy","PRETTY HAPPY","Good","Better","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"1099","Pretty happy","VERY HAPPY","Good","Better","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"1100","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1101","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"1102","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$35000 TO 39999","20 000 to 39 999"
"1103","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$10000 TO 12499","10 000 to 19 999"
"1104","Not too happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1105","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1106","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"1107","Not too happy","VERY HAPPY","Fair","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1108","Not too happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1109","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"1110","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$35000 TO 39999","20 000 to 39 999"
"1111","Not too happy","PRETTY HAPPY","Fair","Stayed same","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"1112","Pretty happy",".i:  Inapplicable","Fair","Better","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"1113","Very happy","VERY HAPPY","Excellent","Worse","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"1114","Pretty happy","VERY HAPPY","Good","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"1115","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$10000 TO 12499","10 000 to 19 999"
"1116","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$1 000 TO 2 999","0 to 9 999"
"1117","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$10000 TO 12499","10 000 to 19 999"
"1118","Not too happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$17500 TO 19999","10 000 to 19 999"
"1119","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1120","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$8 000 TO 9 999","0 to 9 999"
"1121","Not too happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$7 000 TO 7 999","0 to 9 999"
"1122","Very happy",".i:  Inapplicable","Excellent","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1123","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"1124","Very happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1125","Not too happy",".i:  Inapplicable","Excellent","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"1126","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1127","Pretty happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1128","Pretty happy","PRETTY HAPPY","Good","Worse","Not satisfied at all","$17500 TO 19999","10 000 to 19 999"
"1129","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1130","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1131","Not too happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"1132","Not too happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1133","Pretty happy","VERY HAPPY","Good","Worse","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1134","Very happy",".i:  Inapplicable","Excellent","Worse","More or less satisfied","$20000 TO 22499","20 000 to 39 999"
"1135","Pretty happy","NOT TOO HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1136","Very happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"1137","Pretty happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$22500 TO 24999","20 000 to 39 999"
"1138","Not too happy",".i:  Inapplicable","Poor","Stayed same","More or less satisfied","$20000 TO 22499","20 000 to 39 999"
"1139","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","UNDER $1 000","0 to 9 999"
"1140","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1141","Pretty happy","PRETTY HAPPY","Good","Worse","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1142","Very happy",".i:  Inapplicable","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1143","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1144","Pretty happy","VERY HAPPY","Good","Worse","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1145","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1146","Pretty happy","PRETTY HAPPY","Good","Stayed same","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"1147","Not too happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"1148","Pretty happy",".i:  Inapplicable","Excellent","Worse","Not satisfied at all","$130000 TO $149999","90 000 to 170 000"
"1149","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1150","Pretty happy","PRETTY HAPPY","Good","Better","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"1151","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1152","Not too happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
