year,id_,happy,hapmar,health,life,satfin,finalter,ballot,income16
2021,998,Pretty happy,VERY HAPPY,Good,.i:  Inapplicable,More or less satisfied,Better,Ballot b,.d:  Do not Know/Cannot Choose
2021,999,Pretty happy,PRETTY HAPPY,Good,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$170000 OR OVER
2021,1000,Pretty happy,VERY HAPPY,Good,Exciting,More or less satisfied,Stayed same,Ballot a,$130000 TO $149999
2021,1001,Very happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Stayed same,Ballot c,$170000 OR OVER
2021,1002,Pretty happy,.i:  Inapplicable,Fair,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,$30000 TO 34999
2021,1003,Not too happy,VERY HAPPY,Good,Routine,More or less satisfied,Stayed same,Ballot c,$110000 TO $129999
2021,1004,Very happy,.i:  Inapplicable,Good,.i:  Inapplicable,Pretty well satisfied,Worse,Ballot b,$75000 TO $89999
2021,1005,Pretty happy,PRETTY HAPPY,Good,Exciting,Pretty well satisfied,Better,Ballot c,.d:  Do not Know/Cannot Choose
2021,1007,Pretty happy,.i:  Inapplicable,Fair,Exciting,Not satisfied at all,Worse,Ballot a,$8 000 TO 9 999
2021,1008,Not too happy,.i:  Inapplicable,Poor,Routine,Not satisfied at all,Stayed same,Ballot a,$10000 TO 12499
2021,1009,Pretty happy,.i:  Inapplicable,Fair,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,UNDER $1 000
2021,1010,Pretty happy,.i:  Inapplicable,Good,Exciting,More or less satisfied,Stayed same,Ballot c,$10000 TO 12499
2021,1011,Not too happy,.i:  Inapplicable,Poor,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,$17500 TO 19999
2021,1012,Pretty happy,.i:  Inapplicable,Excellent,Routine,More or less satisfied,Better,Ballot c,.d:  Do not Know/Cannot Choose
2021,1013,Not too happy,.i:  Inapplicable,Good,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,$17500 TO 19999
2021,1014,Very happy,VERY HAPPY,Good,Exciting,More or less satisfied,Worse,Ballot c,.r:  Refused
2021,1015,Pretty happy,VERY HAPPY,Fair,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$170000 OR OVER
2021,1018,Pretty happy,.i:  Inapplicable,Good,Routine,Pretty well satisfied,Stayed same,Ballot a,$12500 TO 14999
2021,1019,Pretty happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Better,Ballot a,$170000 OR OVER
2021,1021,Not too happy,.i:  Inapplicable,Excellent,Exciting,More or less satisfied,Better,Ballot c,$90000 TO $109999
2021,1022,Pretty happy,.i:  Inapplicable,Excellent,Exciting,Pretty well satisfied,Better,Ballot a,$110000 TO $129999
2021,1023,Pretty happy,.i:  Inapplicable,Excellent,Exciting,Pretty well satisfied,Better,Ballot a,$170000 OR OVER
2021,1024,Pretty happy,.i:  Inapplicable,Excellent,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,.d:  Do not Know/Cannot Choose
2021,1025,Very happy,VERY HAPPY,Excellent,Exciting,Pretty well satisfied,Better,Ballot a,$170000 OR OVER
2021,1026,Not too happy,.i:  Inapplicable,Fair,Exciting,Not satisfied at all,Stayed same,Ballot c,UNDER $1 000
2021,1027,Very happy,.i:  Inapplicable,Excellent,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$150000 TO $169999
2021,1028,Pretty happy,PRETTY HAPPY,Good,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,$60000 TO 74999
2021,1029,Pretty happy,.i:  Inapplicable,Excellent,Routine,Not satisfied at all,Worse,Ballot a,UNDER $1 000
2021,1030,Pretty happy,.i:  Inapplicable,Good,Exciting,More or less satisfied,Better,Ballot a,$75000 TO $89999
2021,1031,Very happy,VERY HAPPY,Excellent,Routine,Pretty well satisfied,Better,Ballot c,$170000 OR OVER
2021,1033,Pretty happy,PRETTY HAPPY,Good,Routine,More or less satisfied,Worse,Ballot c,$110000 TO $129999
2021,1034,Not too happy,.i:  Inapplicable,Good,.i:  Inapplicable,Not satisfied at all,Stayed same,Ballot b,$170000 OR OVER
2021,1035,Pretty happy,PRETTY HAPPY,.i:  Inapplicable,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,.r:  Refused
2021,1036,Not too happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Worse,Ballot b,$60000 TO 74999
2021,1037,Pretty happy,.i:  Inapplicable,Fair,Dull,Not satisfied at all,Worse,Ballot c,.d:  Do not Know/Cannot Choose
2021,1039,Pretty happy,.i:  Inapplicable,Fair,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$150000 TO $169999
2021,1040,Pretty happy,VERY HAPPY,Good,Routine,More or less satisfied,Better,Ballot c,.s:  Skipped on Web
2021,1042,Not too happy,.i:  Inapplicable,Excellent,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,$75000 TO $89999
2021,1043,Pretty happy,VERY HAPPY,Excellent,Exciting,More or less satisfied,Stayed same,Ballot a,$130000 TO $149999
2021,1044,Pretty happy,.i:  Inapplicable,Excellent,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$170000 OR OVER
2021,1045,Very happy,VERY HAPPY,Excellent,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,$170000 OR OVER
2021,1046,Pretty happy,VERY HAPPY,Excellent,Routine,Pretty well satisfied,Stayed same,Ballot c,$130000 TO $149999
2021,1048,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$50000 TO 59999
2021,1049,Pretty happy,VERY HAPPY,Good,Exciting,More or less satisfied,Better,Ballot a,$130000 TO $149999
2021,1050,Very happy,VERY HAPPY,Excellent,Exciting,Pretty well satisfied,Better,Ballot a,$150000 TO $169999
2021,1051,Pretty happy,VERY HAPPY,Excellent,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$170000 OR OVER
2021,1052,Pretty happy,.i:  Inapplicable,Excellent,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,$60000 TO 74999
2021,1053,Not too happy,VERY HAPPY,Good,Routine,Pretty well satisfied,Better,Ballot c,$130000 TO $149999
2021,1055,Pretty happy,PRETTY HAPPY,Good,Routine,More or less satisfied,Better,Ballot a,$130000 TO $149999
2021,1056,Very happy,VERY HAPPY,Excellent,Routine,More or less satisfied,Better,Ballot a,$130000 TO $149999
2021,1057,Pretty happy,VERY HAPPY,Excellent,Routine,More or less satisfied,Stayed same,Ballot a,$75000 TO $89999
2021,1058,Pretty happy,VERY HAPPY,Excellent,Routine,More or less satisfied,Better,Ballot a,.d:  Do not Know/Cannot Choose
2021,1059,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,$1 000 TO 2 999
2021,1060,Pretty happy,VERY HAPPY,Poor,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$90000 TO $109999
2021,1061,Not too happy,.i:  Inapplicable,Fair,Routine,Not satisfied at all,Worse,Ballot a,$40000 TO 49999
2021,1062,Pretty happy,PRETTY HAPPY,Good,Routine,Pretty well satisfied,Better,Ballot a,$130000 TO $149999
2021,1063,Not too happy,.i:  Inapplicable,Fair,Routine,More or less satisfied,Better,Ballot c,$12500 TO 14999
2021,1064,Not too happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Stayed same,Ballot c,$60000 TO 74999
2021,1065,Pretty happy,PRETTY HAPPY,Excellent,Routine,More or less satisfied,Better,Ballot a,$130000 TO $149999
2021,1066,Not too happy,.i:  Inapplicable,Fair,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,$15000 TO 17499
2021,1067,Not too happy,PRETTY HAPPY,Good,Routine,More or less satisfied,Stayed same,Ballot c,$130000 TO $149999
2021,1068,Pretty happy,.i:  Inapplicable,Good,Routine,Pretty well satisfied,Stayed same,Ballot a,$60000 TO 74999
2021,1069,Very happy,PRETTY HAPPY,Good,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$75000 TO $89999
2021,1070,Pretty happy,VERY HAPPY,Good,Routine,More or less satisfied,Stayed same,Ballot a,$40000 TO 49999
2021,1071,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,.s:  Skipped on Web
2021,1072,Pretty happy,PRETTY HAPPY,Good,Routine,Not satisfied at all,Better,Ballot a,$60000 TO 74999
2021,1073,Pretty happy,VERY HAPPY,Good,Exciting,More or less satisfied,Stayed same,Ballot c,$25000 TO 29999
2021,1074,Pretty happy,.i:  Inapplicable,Good,Exciting,Pretty well satisfied,Stayed same,Ballot c,$50000 TO 59999
2021,1075,Pretty happy,.i:  Inapplicable,Fair,Routine,More or less satisfied,Better,Ballot c,$35000 TO 39999
2021,1076,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,$22500 TO 24999
2021,1077,Pretty happy,PRETTY HAPPY,Good,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,.s:  Skipped on Web
2021,1078,Pretty happy,PRETTY HAPPY,Excellent,Routine,More or less satisfied,Stayed same,Ballot c,$12500 TO 14999
2021,1079,Very happy,VERY HAPPY,Good,Exciting,More or less satisfied,Worse,Ballot c,$35000 TO 39999
2021,1080,Very happy,VERY HAPPY,Excellent,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$75000 TO $89999
2021,1081,Not too happy,VERY HAPPY,Good,Routine,Pretty well satisfied,Better,Ballot a,$75000 TO $89999
2021,1082,Pretty happy,VERY HAPPY,Good,Routine,Pretty well satisfied,Better,Ballot a,$170000 OR OVER
2021,1083,Pretty happy,.i:  Inapplicable,Excellent,.i:  Inapplicable,More or less satisfied,Better,Ballot b,.d:  Do not Know/Cannot Choose
2021,1084,Pretty happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Stayed same,Ballot c,$50000 TO 59999
2021,1085,Pretty happy,PRETTY HAPPY,Good,Routine,Pretty well satisfied,Better,Ballot a,$110000 TO $129999
2021,1086,Pretty happy,.i:  Inapplicable,Good,Exciting,More or less satisfied,Worse,Ballot a,$17500 TO 19999
2021,1087,Pretty happy,VERY HAPPY,Good,Routine,More or less satisfied,Stayed same,Ballot a,$50000 TO 59999
2021,1088,Pretty happy,.i:  Inapplicable,Good,Exciting,More or less satisfied,Better,Ballot a,$40000 TO 49999
2021,1089,Not too happy,.i:  Inapplicable,Fair,Routine,More or less satisfied,Stayed same,Ballot c,.d:  Do not Know/Cannot Choose
2021,1090,Pretty happy,.i:  Inapplicable,Fair,Exciting,Not satisfied at all,Worse,Ballot a,.d:  Do not Know/Cannot Choose
2021,1091,Pretty happy,PRETTY HAPPY,Good,Exciting,More or less satisfied,Stayed same,Ballot a,.d:  Do not Know/Cannot Choose
2021,1092,Pretty happy,PRETTY HAPPY,Good,Routine,More or less satisfied,Worse,Ballot c,$22500 TO 24999
2021,1093,Pretty happy,.i:  Inapplicable,Fair,Routine,Not satisfied at all,Stayed same,Ballot a,$10000 TO 12499
2021,1094,Not too happy,VERY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,.d:  Do not Know/Cannot Choose
2021,1095,Pretty happy,VERY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$170000 OR OVER
2021,1096,Pretty happy,.i:  Inapplicable,Good,Routine,Pretty well satisfied,Better,Ballot a,$90000 TO $109999
2021,1097,Pretty happy,VERY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,$170000 OR OVER
2021,1098,Not too happy,.i:  Inapplicable,Good,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,.d:  Do not Know/Cannot Choose
2021,1099,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$40000 TO 49999
2021,1100,Pretty happy,PRETTY HAPPY,Fair,Routine,Pretty well satisfied,Stayed same,Ballot a,$50000 TO 59999
2021,1102,Pretty happy,PRETTY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$170000 OR OVER
2021,1103,Not too happy,PRETTY HAPPY,Good,Routine,More or less satisfied,Stayed same,Ballot c,.d:  Do not Know/Cannot Choose
2021,1104,Very happy,.i:  Inapplicable,Excellent,Exciting,Not satisfied at all,Better,Ballot a,$75000 TO $89999
2021,1105,Not too happy,.i:  Inapplicable,Good,Dull,More or less satisfied,Better,Ballot a,$40000 TO 49999
2021,1106,Very happy,VERY HAPPY,Good,Exciting,Pretty well satisfied,Better,Ballot a,$50000 TO 59999
2021,1107,Pretty happy,.i:  Inapplicable,Fair,Routine,More or less satisfied,Worse,Ballot a,$8 000 TO 9 999
2021,1108,Pretty happy,PRETTY HAPPY,Fair,Routine,Not satisfied at all,Stayed same,Ballot a,$8 000 TO 9 999
2021,1109,Very happy,VERY HAPPY,Good,Exciting,More or less satisfied,Better,Ballot c,$40000 TO 49999
2021,1110,Very happy,VERY HAPPY,Excellent,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$150000 TO $169999
2021,1111,Very happy,VERY HAPPY,Good,Exciting,Pretty well satisfied,Better,Ballot c,$75000 TO $89999
2021,1112,.s:  Skipped on Web,.i:  Inapplicable,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$75000 TO $89999
2021,1113,Not too happy,.i:  Inapplicable,Fair,Dull,Not satisfied at all,Worse,Ballot c,.d:  Do not Know/Cannot Choose
2021,1115,Pretty happy,.i:  Inapplicable,Good,Exciting,Not satisfied at all,Worse,Ballot a,$40000 TO 49999
2021,1117,Pretty happy,VERY HAPPY,Good,Routine,Pretty well satisfied,Better,Ballot a,$110000 TO $129999
2021,1118,Pretty happy,PRETTY HAPPY,Fair,Routine,More or less satisfied,Better,Ballot c,.s:  Skipped on Web
2021,1119,Pretty happy,VERY HAPPY,Excellent,Exciting,Pretty well satisfied,Stayed same,Ballot c,$170000 OR OVER
2021,1120,Pretty happy,VERY HAPPY,Good,Routine,Pretty well satisfied,Better,Ballot c,$150000 TO $169999
2021,1121,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$50000 TO 59999
2021,1122,Not too happy,.i:  Inapplicable,Good,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,.d:  Do not Know/Cannot Choose
2021,1123,Pretty happy,VERY HAPPY,Excellent,Routine,Pretty well satisfied,Better,Ballot a,$170000 OR OVER
2021,1124,Pretty happy,.i:  Inapplicable,Fair,Dull,Pretty well satisfied,Better,Ballot c,$170000 OR OVER
2021,1125,Not too happy,VERY HAPPY,Good,Routine,Not satisfied at all,Stayed same,Ballot c,.s:  Skipped on Web
2021,1127,Pretty happy,VERY HAPPY,Excellent,Routine,Pretty well satisfied,Stayed same,Ballot c,$170000 OR OVER
2021,1128,Not too happy,.i:  Inapplicable,Poor,Routine,Pretty well satisfied,Better,Ballot a,$110000 TO $129999
2021,1129,Pretty happy,VERY HAPPY,Excellent,Exciting,Pretty well satisfied,Better,Ballot a,$170000 OR OVER
2021,1130,Very happy,VERY HAPPY,Excellent,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$75000 TO $89999
2021,1131,Not too happy,.i:  Inapplicable,Good,Dull,More or less satisfied,Better,Ballot a,$110000 TO $129999
2021,1132,Very happy,VERY HAPPY,Good,.i:  Inapplicable,More or less satisfied,Better,Ballot b,.d:  Do not Know/Cannot Choose
2021,1133,Pretty happy,PRETTY HAPPY,Good,Exciting,Pretty well satisfied,Stayed same,Ballot c,$50000 TO 59999
2021,1134,Pretty happy,VERY HAPPY,Excellent,Routine,Pretty well satisfied,Better,Ballot a,$90000 TO $109999
2021,1135,Pretty happy,VERY HAPPY,Good,Routine,Pretty well satisfied,Better,Ballot a,$75000 TO $89999
2021,1136,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,.d:  Do not Know/Cannot Choose
2021,1137,Pretty happy,.i:  Inapplicable,Good,Exciting,More or less satisfied,Stayed same,Ballot c,$35000 TO 39999
2021,1138,Pretty happy,.i:  Inapplicable,Good,Exciting,Pretty well satisfied,Better,Ballot a,$60000 TO 74999
2021,1139,Pretty happy,PRETTY HAPPY,Excellent,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$170000 OR OVER
2021,1140,Not too happy,.i:  Inapplicable,Excellent,Routine,Pretty well satisfied,Stayed same,Ballot a,$170000 OR OVER
2021,1141,Very happy,VERY HAPPY,Excellent,Routine,Not satisfied at all,Better,Ballot c,$90000 TO $109999
2021,1142,Not too happy,.i:  Inapplicable,Excellent,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,$15000 TO 17499
2021,1143,Pretty happy,VERY HAPPY,Good,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$110000 TO $129999
2021,1144,Very happy,VERY HAPPY,Excellent,Exciting,Pretty well satisfied,Stayed same,Ballot c,.d:  Do not Know/Cannot Choose
2021,1145,Not too happy,.i:  Inapplicable,Good,Dull,More or less satisfied,Worse,Ballot c,$50000 TO 59999
2021,1146,Not too happy,.i:  Inapplicable,Good,Exciting,More or less satisfied,Stayed same,Ballot c,$30000 TO 34999
2021,1147,Pretty happy,VERY HAPPY,Excellent,Routine,Pretty well satisfied,Better,Ballot c,$150000 TO $169999
2021,1148,Pretty happy,PRETTY HAPPY,Good,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,.s:  Skipped on Web
2021,1149,Not too happy,.i:  Inapplicable,Fair,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,$17500 TO 19999
2021,1150,Pretty happy,VERY HAPPY,Excellent,Exciting,More or less satisfied,Better,Ballot a,.d:  Do not Know/Cannot Choose
2021,1151,Pretty happy,VERY HAPPY,Good,Exciting,Pretty well satisfied,Better,Ballot a,$170000 OR OVER
2021,1152,Very happy,VERY HAPPY,Excellent,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$110000 TO $129999
2021,1153,Not too happy,.i:  Inapplicable,Fair,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$75000 TO $89999
2021,1154,Very happy,VERY HAPPY,Excellent,Exciting,Pretty well satisfied,Better,Ballot a,$170000 OR OVER
2021,1155,Pretty happy,PRETTY HAPPY,Good,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,.s:  Skipped on Web
2021,1156,Not too happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Better,Ballot c,$40000 TO 49999
2021,1157,Very happy,VERY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$75000 TO $89999
2021,1158,Pretty happy,.i:  Inapplicable,Fair,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$90000 TO $109999
2021,1159,Very happy,VERY HAPPY,Excellent,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,$110000 TO $129999
2021,1160,Pretty happy,.i:  Inapplicable,Good,Exciting,More or less satisfied,Better,Ballot a,.r:  Refused
2021,1161,Very happy,VERY HAPPY,Good,Routine,More or less satisfied,Better,Ballot c,$75000 TO $89999
2021,1162,Very happy,VERY HAPPY,Good,Exciting,Pretty well satisfied,Better,Ballot a,$60000 TO 74999
2021,1163,Very happy,.i:  Inapplicable,Good,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,$35000 TO 39999
2021,1164,Very happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Better,Ballot b,.d:  Do not Know/Cannot Choose
2021,1165,Pretty happy,PRETTY HAPPY,Fair,Exciting,Pretty well satisfied,Better,Ballot a,$170000 OR OVER
2021,1166,Very happy,VERY HAPPY,Excellent,Exciting,Pretty well satisfied,Better,Ballot c,$170000 OR OVER
2021,1168,Pretty happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Worse,Ballot a,$50000 TO 59999
2021,1169,Not too happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Worse,Ballot b,$40000 TO 49999
2021,1171,Pretty happy,VERY HAPPY,Fair,Exciting,Pretty well satisfied,Better,Ballot c,$170000 OR OVER
2021,1172,Very happy,VERY HAPPY,Good,Exciting,More or less satisfied,Stayed same,Ballot a,$75000 TO $89999
2021,1173,Not too happy,.i:  Inapplicable,Good,Routine,Pretty well satisfied,Stayed same,Ballot c,.d:  Do not Know/Cannot Choose
2021,1174,Pretty happy,.i:  Inapplicable,Excellent,Exciting,Pretty well satisfied,Better,Ballot c,$75000 TO $89999
2021,1175,Very happy,VERY HAPPY,Excellent,Routine,More or less satisfied,Better,Ballot a,$90000 TO $109999
2021,1176,Not too happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$90000 TO $109999
2021,1177,Pretty happy,PRETTY HAPPY,Good,Routine,Pretty well satisfied,Better,Ballot a,$150000 TO $169999
2021,1178,Very happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$25000 TO 29999
2021,1179,Not too happy,.i:  Inapplicable,Fair,Routine,More or less satisfied,Stayed same,Ballot a,$40000 TO 49999
2021,1181,Pretty happy,PRETTY HAPPY,Good,Exciting,Pretty well satisfied,Stayed same,Ballot a,$170000 OR OVER
2021,1182,Not too happy,.i:  Inapplicable,Good,Exciting,Not satisfied at all,Worse,Ballot c,$12500 TO 14999
2021,1183,Pretty happy,VERY HAPPY,Good,Exciting,More or less satisfied,Stayed same,Ballot a,$170000 OR OVER
2021,1185,Pretty happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Stayed same,Ballot c,$90000 TO $109999
2021,1186,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$110000 TO $129999
2021,1187,Pretty happy,.i:  Inapplicable,Good,Exciting,More or less satisfied,Stayed same,Ballot a,.d:  Do not Know/Cannot Choose
2021,1188,Pretty happy,.i:  Inapplicable,Good,Routine,Pretty well satisfied,Stayed same,Ballot a,$30000 TO 34999
2021,1190,Very happy,VERY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$130000 TO $149999
2021,1191,Very happy,.i:  Inapplicable,Fair,Exciting,More or less satisfied,Better,Ballot a,$40000 TO 49999
2021,1192,Pretty happy,.i:  Inapplicable,Fair,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$50000 TO 59999
2021,1193,Pretty happy,PRETTY HAPPY,Excellent,.i:  Inapplicable,More or less satisfied,Better,Ballot b,.d:  Do not Know/Cannot Choose
2021,1194,Pretty happy,VERY HAPPY,Fair,Exciting,Pretty well satisfied,Better,Ballot c,$170000 OR OVER
2021,1195,Pretty happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Better,Ballot a,$60000 TO 74999
2021,1196,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Better,Ballot b,.s:  Skipped on Web
2021,1197,Pretty happy,VERY HAPPY,Excellent,Routine,Pretty well satisfied,Stayed same,Ballot a,$60000 TO 74999
2021,1198,Very happy,VERY HAPPY,Good,Exciting,Pretty well satisfied,Better,Ballot c,$90000 TO $109999
2021,1199,Very happy,VERY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$170000 OR OVER
2021,1200,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$60000 TO 74999
2021,1201,Pretty happy,VERY HAPPY,Excellent,Exciting,More or less satisfied,Better,Ballot a,$90000 TO $109999
2021,1202,Pretty happy,PRETTY HAPPY,Good,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$30000 TO 34999
2021,1203,Pretty happy,VERY HAPPY,Good,Routine,More or less satisfied,Worse,Ballot c,$110000 TO $129999
2021,1204,Not too happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Worse,Ballot b,$75000 TO $89999
2021,1205,Very happy,PRETTY HAPPY,Good,Exciting,Pretty well satisfied,Better,Ballot c,$170000 OR OVER
2021,1206,Pretty happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Better,Ballot a,$75000 TO $89999
2021,1207,Pretty happy,VERY HAPPY,Good,Routine,Pretty well satisfied,Stayed same,Ballot a,$110000 TO $129999
2021,1208,Pretty happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Stayed same,Ballot c,.d:  Do not Know/Cannot Choose
2021,1209,Pretty happy,VERY HAPPY,Excellent,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,.d:  Do not Know/Cannot Choose
2021,1210,Very happy,PRETTY HAPPY,Fair,Exciting,Not satisfied at all,Better,Ballot c,.d:  Do not Know/Cannot Choose
2021,1211,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,Not satisfied at all,Stayed same,Ballot b,$40000 TO 49999
2021,1212,Pretty happy,.i:  Inapplicable,Good,Exciting,Not satisfied at all,Stayed same,Ballot a,$40000 TO 49999
2021,1213,Pretty happy,.i:  Inapplicable,Excellent,Exciting,Pretty well satisfied,Better,Ballot c,$90000 TO $109999
2021,1214,Pretty happy,.i:  Inapplicable,Fair,Routine,Not satisfied at all,Better,Ballot a,$20000 TO 22499
2021,1215,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$170000 OR OVER
2021,1216,Pretty happy,VERY HAPPY,Good,Routine,More or less satisfied,Better,Ballot c,$90000 TO $109999
2021,1217,Not too happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Stayed same,Ballot c,$35000 TO 39999
2021,1218,Pretty happy,.i:  Inapplicable,Excellent,.i:  Inapplicable,Not satisfied at all,Stayed same,Ballot b,$30000 TO 34999
2021,1219,Pretty happy,.i:  Inapplicable,Fair,Routine,Not satisfied at all,Stayed same,Ballot c,$22500 TO 24999
2021,1220,Pretty happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Stayed same,Ballot c,$75000 TO $89999
2021,1222,Pretty happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Worse,Ballot a,$22500 TO 24999
2021,1223,Very happy,PRETTY HAPPY,Excellent,Routine,Pretty well satisfied,Better,Ballot c,$50000 TO 59999
2021,1224,Very happy,.i:  Inapplicable,Good,Exciting,More or less satisfied,Stayed same,Ballot a,.d:  Do not Know/Cannot Choose
2021,1225,Pretty happy,VERY HAPPY,Good,Routine,Pretty well satisfied,Better,Ballot c,$170000 OR OVER
2021,1228,Pretty happy,.i:  Inapplicable,Fair,Routine,Not satisfied at all,Worse,Ballot a,$30000 TO 34999
2021,1229,Not too happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Stayed same,Ballot c,$50000 TO 59999
2021,1230,Pretty happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Better,Ballot a,$130000 TO $149999
2021,1231,Pretty happy,.i:  Inapplicable,Good,Dull,.s:  Skipped on Web,Better,Ballot c,$35000 TO 39999
2021,1232,Pretty happy,PRETTY HAPPY,Good,Exciting,More or less satisfied,Better,Ballot c,$60000 TO 74999
2021,1233,Pretty happy,.i:  Inapplicable,Poor,Exciting,Not satisfied at all,Worse,Ballot c,$1 000 TO 2 999
2021,1235,Pretty happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Worse,Ballot a,$40000 TO 49999
2021,1236,Pretty happy,VERY HAPPY,Good,.i:  Inapplicable,More or less satisfied,Worse,Ballot b,$90000 TO $109999
2021,1237,Pretty happy,VERY HAPPY,Good,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$40000 TO 49999
2021,1238,Not too happy,.i:  Inapplicable,Fair,Dull,Pretty well satisfied,Stayed same,Ballot a,.d:  Do not Know/Cannot Choose
2021,1239,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,$35000 TO 39999
